position_loss,velocity_loss,steering_loss,acceleration_loss,object_distance_loss,traffic_light_detected_loss,total_loss
320.22261098225914,329.5957356770833,139.89822858174642,224.24758843315973,0.14933205164141125,0.5671686854627397,1014.6806762695312
57.31780717637804,75.90623253716363,21.236555014716256,58.59344482421875,0.1320563985241784,0.5299215952555338,213.71601799858942
53.815146891276044,70.27115393744575,17.108079359266494,54.675638156467016,0.12800143990251753,0.5048703438705868,196.5028869628906
52.636895412868924,67.22394790649415,12.462935415903727,53.31063978407118,0.12221686012215084,0.5271119111114078,186.28374701605904
51.75055491129557,65.1640357123481,9.340585088729858,52.27846213446723,0.12159217993418375,0.4911104175779555,179.14634128146702
51.66345206366645,63.923411220974394,8.99785001013014,51.636543104383684,0.11093642744753096,0.46929923362202114,176.80149298773873
51.34904691908095,63.44143108791775,8.960388088226319,51.238533867730034,0.11109863469998042,0.448059571451611,175.5485578748915
51.354650031195746,62.83021206325955,8.518689192665947,50.869617801242406,0.10395892477697796,0.44508613480461967,174.12221306694877
51.211494276258684,62.34402270846897,8.427480247285631,50.70141338772244,0.10063217613432142,0.3932092275884416,173.17825181749132
51.16355395846897,61.52687021891276,7.407505516211192,50.536296929253474,0.08467033546831873,0.3662273797723982,171.08512335883248
48.355120764838325,58.53884167141385,3.2349683821201323,50.29608518812392,0.09177697822451591,0.3925071636835734,160.9092983669705
40.59808137681749,48.33115954928928,-5.476845822814438,50.03697840372721,0.08211246911022398,0.35093861354721917,133.92242618136936
29.32729106479221,37.89916127522786,-11.07961007224189,46.84016986423069,0.08133349567651749,0.32834813528590734,103.39669511583116
6.394474603732427,27.506067276000977,-14.968201467725965,37.44561453925239,0.07723724461264081,0.2858786669042375,56.74107081095378
-8.908698774708641,18.852888170878092,-17.353511873881022,33.81237949795193,0.06832777087887128,0.2761073542965783,26.747491603427463
-18.79351870218913,10.812052610185411,-20.00524393717448,30.743596691555446,0.06287195434172949,0.21552834841940138,3.035286858346727
-25.904589250352647,2.3984784606430267,-21.869871393839517,28.512283706665038,0.0594900733894772,0.1772346994943089,-16.626973798539904
-28.772012837727864,-4.757685332165824,-22.621454620361327,27.028692287868925,0.056715956247515145,0.1642473469177882,-28.90149769253201
-33.75500327216254,-10.08262758255005,-23.737985780504015,25.42891633775499,0.054670367886622745,0.1614455779393514,-41.93058437771268
-37.148689948187936,-15.086019600762262,-25.25866978963216,23.046768103705514,0.04859167320860757,0.126271105143759,-54.27174928453233
-38.934606594509546,-18.129911994934083,-26.040814929538303,22.330495664808485,0.04793181891242663,0.12004576424757639,-60.6068603515625
-41.65923546685113,-21.223428874545625,-26.33447897169325,20.617083316379123,0.04402951974835661,0.12280708087815179,-68.43322363959419
-42.47576616075304,-22.99106500413683,-27.24118537902832,19.171440908643934,0.04592180111342006,0.10232604559924867,-73.38832778930664
-44.27807379828559,-23.99279628329807,-27.302882597181533,18.705114364624023,0.04366980857319302,0.10886925334731738,-76.71609861585829
-46.03626980251736,-26.56428248087565,-27.547447713216147,16.89972924126519,0.04201459056801266,0.09811517298221588,-83.10814124213324
-48.28120278252496,-28.244738896687824,-27.84372083875868,15.3184172100491,0.04091911390423775,0.08527358886268403,-88.92505221896701
